iter	RMSE
400	4660.691049
401	4659.88314
402	4658.502973
403	4657.954893
404	4657.670575
405	4657.324715
406	4657.114083
407	4649.355613
408	4648.527964
409	4647.39828
410	4642.941294
411	4642.628255
412	4642.542346
413	4642.28461
414	4633.518083
415	4632.602904
416	4632.188576
417	4627.638984
418	4626.204836
419	4625.833045
420	4624.844342
421	4614.938103
422	4614.127778
423	4604.520441
424	4603.700852
425	4602.735858
426	4601.978077
427	4597.889321
428	4597.082167
429	4596.334547
430	4593.877142
431	4593.077153
432	4592.901934
433	4592.21041
434	4592.04078
435	4590.945836
436	4590.607742
437	4590.042415
438	4589.836851
439	4579.58489
440	4578.753791
441	4577.706704
442	4577.059837
443	4576.315292
444	4575.484868
445	4575.178357
446	4574.735975
447	4570.95282
448	4570.069313
449	4569.682222
450	4569.478566
451	4568.986053
452	4568.50267
453	4559.446375
454	4558.286261
455	4558.045565
456	4555.032969
457	4554.167914
458	4553.399783
459	4553.030126
460	4547.878747
461	4545.070419
462	4544.749786
463	4544.5088
464	4544.168387
465	4543.308508
466	4542.700358
467	4542.014973
468	4541.10864
469	4540.490246
470	4540.221458
471	4538.653612
472	4530.167071
473	4528.633652
474	4527.871024
475	4526.763837
476	4526.300327
477	4525.391131
478	4525.123871
479	4524.982533
480	4523.806163
481	4523.361895
482	4518.069559
483	4514.843466
484	4511.8066
485	4511.422235
486	4504.416671
487	4496.290814
488	4493.807568
489	4493.586829
490	4492.406404
491	4491.9461
492	4490.883085
493	4479.424821
494	4478.753673
495	4478.582195
496	4477.792883
497	4477.246465
498	4475.998578
499	4475.558505
500	4475.393539
501	4466.894304
502	4466.674836
503	4465.597711
504	4465.409108
505	4465.174246
506	4464.95744
507	4464.769243
508	4464.244073
509	4463.867612
510	4463.429379
511	4463.1921
512	4460.792715
513	4460.64413
514	4460.329004
515	4459.591019
516	4458.563858
517	4458.433293
518	4456.281896
519	4455.629858
520	4453.012633
521	4452.74929
522	4450.401846
523	4449.699633
524	4448.979758
525	4448.918252
526	4448.772752
527	4448.690934
528	4436.564143
529	4436.100664
530	4435.746257
531	4434.443177
532	4433.968705
533	4432.336193
534	4430.750855
535	4430.586405
536	4426.108812
537	4425.991434
538	4425.811934
539	4425.611136
540	4425.080005
541	4424.330889
542	4423.252207
543	4422.547873
544	4418.798729
545	4418.291465
546	4416.1588
547	4413.893369
548	4411.973464
549	4410.501527
550	4410.375977
551	4410.253644
552	4410.053455
553	4402.832808
554	4401.664259
555	4401.546375
556	4401.447697
557	4401.18596
558	4400.929634
559	4399.831721
560	4399.396351
561	4399.291756
562	4398.984559
563	4398.730158
564	4397.883959
565	4396.916799
566	4395.302828
567	4394.640127
568	4394.100553
569	4393.168699
570	4392.706077
571	4392.084274
572	4391.505736
573	4391.42094
574	4391.187559
575	4390.606551
576	4390.310212
577	4387.559888
578	4387.239365
579	4380.181935
580	4379.219266
581	4378.552362
582	4378.116793
583	4375.726361
584	4374.432842
585	4374.272915
586	4373.934745
587	4373.436149
588	4372.987821
589	4372.460483
590	4371.461125
591	4371.211619
592	4365.187114
593	4364.929265
594	4364.612108
595	4364.327016
596	4363.395608
597	4363.127447
598	4362.281442
599	4359.564804
600	4357.855845
601	4357.527361
602	4353.013759
603	4352.930437
604	4352.197521
605	4351.717938
606	4351.283243
607	4350.877725
608	4350.445467
609	4350.147579
610	4349.491797
611	4334.102682
612	4331.672616
613	4331.144568
614	4330.967544
615	4327.065674
616	4326.860443
617	4326.791235
618	4326.198147
619	4326.135791
620	4325.48547
621	4325.278969
622	4324.569274
623	4317.115812
624	4317.041813
625	4316.721586
626	4309.717445
627	4309.445494
628	4308.729596
629	4308.284871
630	4303.506532
631	4302.771197
632	4301.885569
633	4301.538408
634	4301.053777
635	4300.410768
636	4300.037523
637	4293.364534
638	4293.127928
639	4292.058674
640	4291.63553
641	4289.577859
642	4289.331263
643	4289.172676
644	4288.602979
645	4288.514192
646	4288.448578
647	4288.347147
648	4285.118893
649	4284.747781
650	4284.490966
651	4284.172674
652	4284.030317
653	4283.634854
654	4282.805846
655	4281.269301
656	4281.144032
657	4280.940368
658	4279.74849
659	4279.604478
660	4279.087047
661	4279.035467
662	4278.733512
663	4278.239207
664	4277.516577
665	4276.975204
666	4276.802729
667	4276.514198
668	4275.848482
669	4275.524415
670	4275.47264
671	4274.752864
672	4274.581054
673	4271.33469
674	4258.208394
675	4257.489186
676	4257.384591
677	4256.982105
678	4256.254502
679	4256.2078
680	4255.92955
681	4255.445183
682	4254.754935
683	4254.553345
684	4254.304719
685	4253.358018
686	4252.84316
687	4246.897986
688	4246.836137
689	4246.494962
690	4246.062109
691	4244.251492
692	4243.703594
693	4243.659492
694	4243.163078
695	4242.403137
696	4242.003641
697	4241.806618
698	4241.503534
699	4240.816191
700	4240.655028
701	4240.047609
702	4239.966786
703	4233.744552
704	4233.225328
705	4233.059913
706	4232.231672
707	4232.121116
708	4231.48746
709	4230.791624
710	4230.100556
711	4229.761999
712	4224.048204
713	4223.51266
714	4222.991719
715	4222.756059
716	4221.629847
717	4221.525434
718	4221.41735
719	4221.289235
720	4221.167231
721	4220.948135
722	4215.457708
723	4215.275826
724	4215.064692
725	4214.704868
726	4214.308719
727	4213.575279
728	4213.031817
729	4212.755463
730	4209.717753
731	4209.638647
732	4209.445015
733	4209.257813
734	4208.811778
735	4207.94441
736	4207.85116
737	4207.587658
738	4207.517408
739	4206.701935
740	4206.414119
741	4206.361341
742	4205.960417
743	4205.503442
744	4204.823567
745	4204.795786
746	4202.817217
747	4202.459568
748	4201.787034
749	4201.275073
750	4195.805201
751	4195.461876
752	4194.908528
753	4194.525281
754	4194.362648
755	4194.158155
756	4191.988439
757	4191.564893
