contract_id,contract_reg_type_id,contract_reg_type_en,contract_start_date,contract_end_date,contract_amount,annual_amount,no_of_prop,line_number,is_free_hold,ejari_bus_property_type_id,ejari_bus_property_type_en,ejari_property_type_id,ejari_property_type_en,ejari_property_sub_type_id,ejari_property_sub_type_en,property_usage_en,project_number,project_name_en,master_project_en,area_id,area_name_en,actual_area,nearest_landmark_en,nearest_metro_en,nearest_mall_en,tenant_type_id,tenant_type_en
CRT642402346,1,New,06-04-2017,05-04-2018,68000,68000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,International City Phase 1,343,Al Warsan First,108.0,,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CRT365114016,2,Renew,16-10-2015,15-10-2016,140000,139625,1,1,0,4,Villa,841.0,Villa,4.0,4 bed rooms+hall,Residential,,,,232,Mirdif,1.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,2.0,Authority
CNT2082377991,2,Renew,01-05-2023,30-04-2024,76000,76000,2,2,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,339,Al Mararr,300.0,Dubai International Airport,Palm Deira Metro Stations,Dubai Mall,2.0,Authority
CNT924820642,2,Renew,26-12-2018,25-12-2019,55786,55786,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,362,Naif,85.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,1.0,Person
CNT1324133875,2,Renew,01-04-2020,31-03-2021,60000,60000,1,1,0,2,Unit,7.0,Warehouse,13.0,Warehouse,Commercial,,,,363,Al Qusais Industrial First,211.0,Dubai International Airport,Airport Free Zone,City Centre Mirdif,2.0,Authority
CNT908386477,1,New,20-01-2019,19-01-2020,100000,100000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,244,Al Murqabat,145.0,Dubai International Airport,Al Rigga Metro Station,Dubai Mall,2.0,Authority
CNT1529668308,2,Renew,01-08-2021,31-07-2022,64000,64000,1,2,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,237,Al Sabkha,32.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
CNT419969454,2,Renew,02-03-2016,01-03-2017,34000,34000,1,1,0,2,Unit,842.0,Flat,11.0,Studio,Residential,,,,249,Al Muteena,46.0,Dubai International Airport,Abu Baker Al Siddique Metro Station,Dubai Mall,1.0,Person
CRT2015923157,1,New,27-10-2022,26-10-2023,38000,38000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,1401.0,ELITE 8 SPORTS RESIDENCE,Dubai Sports City,435,Al Hebiah Fourth,71.0,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1.0,Person
CNT342492758,2,Renew,01-08-2015,31-07-2016,247000,247000,1,1,0,4,Villa,841.0,Villa,4.0,4 bed rooms+hall,Residential,,,,314,Al Saffa Second,470.0,Burj Al Arab,Noor Bank Metro Station,Mall of the Emirates,2.0,Authority
CRT2090368026,1,New,01-01-2024,31-12-2024,250000,250000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,254,Al Buteen,13.0,Dubai International Airport,Al Ras Metro Station,Dubai Mall,2.0,Authority
CRT1402766966,1,New,05-03-2021,04-03-2022,78000,78000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,1405.0,Boulevard Point,Burj Khalifa,390,Burj Khalifa,72.0,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1.0,Person
CNT1155509086,2,Renew,01-02-2020,31-01-2021,30000,30000,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,233,Hor Al Anz,55.0,Dubai International Airport,Abu Baker Al Siddique Metro Station,City Centre Mirdif,2.0,Authority
CNT1442957987,1,New,19-04-2021,18-04-2022,54000,54000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,12.0,LA VISTA 04,Silicon Oasis,484,Nadd Hessa,92.0,IMG World Adventures,,,1.0,Person
CNT346729013,1,New,01-01-2014,31-12-2014,60000000,60000000,149,26,0,2,Unit,2.0,Office,2.0,2 bed rooms+hall,Commercial,,,,341,Trade Center First,139.0,Burj Khalifa,Financial Centre,Dubai Mall,2.0,Authority
CRT1938143911,1,New,01-07-2022,01-07-2023,66000,65823,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Business Bay,526,Business Bay,78.0,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1.0,Person
CNT1275145037,2,Renew,15-08-2020,14-09-2021,70000,70000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,388,Oud Metha,133.0,Dubai International Airport,Oud Metha Metro Station,Dubai Mall,1.0,Person
CRT1043055566,2,Renew,01-08-2018,31-07-2019,105000,105000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,Dubai Marina,330,Marsa Dubai,160.0,Burj Al Arab,Jumeirah Lakes Towers,Marina Mall,1.0,Person
CNT359249214,1,New,08-10-2015,07-10-2016,90000,90000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,368,Al Barsha First,109.0,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,1.0,Person
CNT2066666743,2,Renew,19-01-2023,18-01-2024,33000,33000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,International City Phase 3,483,Warsan Fourth,70.0,,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CNT709626961,1,New,15-07-2017,14-07-2018,9216000,9216000,258,55,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,347,Al Goze Third,15.0,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,2.0,Authority
CNT1344150670,1,New,15-12-2020,14-12-2021,42000,42000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,1546.0,SAFEER TOWER 1,Business Bay,526,Business Bay,80.0,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1.0,Person
CNT2037299714,1,New,25-12-2022,24-12-2023,45000,45000,1,1,1,4,Villa,841.0,Villa,3.0,3 bed rooms+hall,Residential,1767.0,DAMAC HILLS (2) - VARDON ,DAMAC HILLS 2,505,Madinat Hind 4,112.0,,,,1.0,Person
CRT2032132887,2,Renew,20-09-2022,19-09-2023,28000,28000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,1737.0,CANDACE ACACIA HOTEL APARTMENTS,Al Furjan,445,Jabal Ali First,35.0,Sports City Swimming Academy,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,1.0,Person
CRT909240316,2,Renew,25-01-2018,24-01-2019,100000,100000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,1119.0,EMIRATES GARDEN 2 (MAPLE- MAGNOLA - MULBERRY),Jumeirah Village Circle,441,Al Barsha South Fourth,179.0,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1.0,Person
CRT543988516,2,Renew,01-01-2016,31-12-2016,31800,31800,1,1,1,2,Unit,2.0,Office,422.0,Office,Commercial,44.0,THE MERTOPOLIS,Business Bay,526,Business Bay,59.0,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2.0,Authority
CNT1549838174,1,New,15-06-2021,14-06-2022,702000,702000,44,25,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,395,Jabal Ali Industrial First,16.0,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CNT123158456,1,New,15-04-2013,14-04-2014,63000,63000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,TECOM Site C,443,Al Thanyah First,119.0,Burj Al Arab,Dubai Internet City,Mall of the Emirates,1.0,Person
CNT2072938441,1,New,01-03-2023,29-02-2024,43000,43000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Liwan,464,Wadi Al Safa 2,101.0,IMG World Adventures,,,1.0,Person
CNT726643395,1,New,15-11-2017,14-11-2018,59713,59713,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Discovery Gardens,445,Jabal Ali First,81.0,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1.0,Person
CNT406529299,2,Renew,12-01-2016,11-01-2017,29221,29221,1,1,0,2,Unit,842.0,Flat,11.0,Studio,Residential,,,,239,Al Baraha,32.0,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,1.0,Person
CNT1061385340,1,New,18-07-2019,17-07-2020,1800000,1800000,75,16,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,395,Jabal Ali Industrial First,15.0,Expo 2020 Site,ENERGY Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CNT2084633583,2,Renew,10-06-2023,09-06-2024,39250,39250,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Residential Complex,467,Wadi Al Safa 5,74.0,IMG World Adventures,,,1.0,Person
CRT1483343016,2,Renew,01-07-2021,30-06-2022,28000,28000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,1673.0,MAG 5 BOULEVARD,Dubai World Central,462,Madinat Al Mataar,61.0,Expo 2020 Site,,,1.0,Person
CNT1064503371,2,Renew,01-11-2018,31-10-2023,678000,135600,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,368,Al Barsha First,254.0,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,2.0,Authority
CRT343666496,1,New,04-06-2015,03-06-2016,85000,85000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,The Greens,351,Al Thanyah Third,69.0,Burj Al Arab,Dubai Internet City,Marina Mall,1.0,Person
CNT2081299674,1,New,01-06-2023,31-05-2024,40000,40000,1,1,0,2,Unit,1.0,Shop,24.0,Kiosk,Commercial,,,,299,Al Warqa Fourth,5.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,2.0,Authority
CNT1191230189,2,Renew,05-05-2019,04-05-2020,675000,675000,19,2,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,395,Jabal Ali Industrial First,21.0,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CNT1985450460,1,New,26-08-2022,25-09-2023,46000,46000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Discovery Gardens,445,Jabal Ali First,105.0,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1.0,Person
CNT691848731,2,Renew,09-09-2017,08-09-2018,15000,15000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,The Gardens,445,Jabal Ali First,25.0,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,1.0,Person
CRT232735186,1,New,01-07-2014,30-06-2015,75000,75000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,362,Naif,82.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
CRT1349715156,1,New,10-01-2021,09-01-2022,130000,130000,1,1,0,4,Villa,841.0,Villa,4.0,4 bed rooms+hall,Residential,,,,314,Al Saffa Second,0.0,Burj Al Arab,Noor Bank Metro Station,Mall of the Emirates,1.0,Person
CNT1365853613,1,New,16-01-2021,14-02-2022,28000,28000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,International City Phase 1,343,Al Warsan First,81.0,,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CRT661327326,2,Renew,15-05-2017,14-05-2018,57300,57300,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,361,Muhaisanah Fourth,,Dubai International Airport,Al Qusais Metro Station,City Centre Mirdif,2.0,Authority
CRT1507763246,2,Renew,07-02-2020,06-02-2021,210000,210000,1,1,0,4,Villa,841.0,Villa,5.0,5 bed rooms+hall,Residential,,,,304,Um Suqaim Second,350.0,Burj Al Arab,Noor Bank Metro Station,Mall of the Emirates,1.0,Person
CNT736075854,2,Renew,15-01-2018,14-01-2019,60488,60488,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,The Gardens,445,Jabal Ali First,94.0,Sports City Swimming Academy,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CNT2090301167,2,Renew,29-07-2023,20-03-2024,51726,80360,1,1,1,2,Unit,842.0,Flat,621.0,Penthouse,Residential,139.0,THE DIAMOND,Dubai Sports City,435,Al Hebiah Fourth,269.0,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2.0,Authority
CNT1072507391,1,New,01-09-2019,31-08-2021,1404000,702000,18,5,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,832.0,SONDOS LILY,Residential Complex,467,Wadi Al Safa 5,84.0,IMG World Adventures,,,2.0,Authority
CNT2086216811,1,New,01-01-2023,31-12-2023,50000,50000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Discovery Gardens,445,Jabal Ali First,93.0,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,2.0,Authority
CNT1397912891,1,New,01-03-2021,30-04-2022,70000,70000,2,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,242,Al Ras,99.0,Dubai International Airport,Al Ras Metro Station,Dubai Mall,2.0,Authority
CRT1333761896,1,New,05-08-2020,04-09-2021,90000,90000,1,1,0,4,Villa,841.0,Villa,3.0,3 bed rooms+hall,Residential,,,,232,Mirdif,241.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CNT1763718638,2,Renew,01-10-2021,30-09-2022,150000,150000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,368,Al Barsha First,200.0,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,2.0,Authority
CNT652788218,1,New,26-05-2017,25-05-2018,69000,69000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,271,Al Karama,0.0,Burj Khalifa,ADCB Metro Station,Dubai Mall,2.0,Authority
CNT1986186845,2,Renew,01-09-2022,31-08-2023,440000,440000,10,10,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,975.0,REMRAAM,Remraam,451,Al Hebiah Fifth,63.0,Motor City,,,2.0,Authority
CNT198170760,1,New,10-08-2011,09-05-2015,1449966,386658,17,9,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Discovery Gardens,445,Jabal Ali First,51.0,,,,2.0,Authority
CNT1036739021,2,Renew,01-06-2019,31-05-2020,126000,126000,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,267,Al Raffa,208.0,Dubai International Airport,Al Fahidi Metro Station,Dubai Mall,1.0,Person
CNT2021733978,2,Renew,04-11-2022,03-11-2023,155250,155250,1,1,0,4,Villa,841.0,Villa,5.0,5 bed rooms+hall,Residential,,,,337,Nad Al Shiba Third,435.0,,Creek Metro Station,City Centre Mirdif,1.0,Person
CNT489973795,1,New,06-09-2016,05-09-2017,50000,50000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Discovery Gardens,445,Jabal Ali First,45.0,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1.0,Person
CNT1788837340,2,Renew,25-11-2021,14-02-2023,183699,150189,3,1,1,2,Unit,2.0,Office,422.0,Office,Commercial,1178.0,CHURCHILL TOWER,Business Bay,526,Business Bay,80.0,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2.0,Authority
CNT10783,1,New,10-01-2011,09-01-2012,44000,44000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,301,Al Nahda Second,111.0,Dubai International Airport,STADIUM Metro Station,City Centre Mirdif,1.0,Person
CNT1896879899,1,New,05-09-2021,04-09-2022,300000,300000,10,10,1,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,International Media Production Zone,485,Me'Aisem First,40.0,Sports City Swimming Academy,Damac Properties,Marina Mall,2.0,Authority
CRT186894916,1,New,15-01-2014,14-01-2015,180000,180000,1,1,1,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,Jumeriah Beach Residence  - JBR,330,Marsa Dubai,174.0,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1.0,Person
CRT746147826,2,Renew,01-01-2018,31-12-2018,106732,106732,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,367,Al Suq Al Kabeer,21.0,,,,1.0,Person
CRT1473758836,2,Renew,10-12-2020,09-12-2021,275000,275000,1,1,1,4,Villa,841.0,Villa,4.0,4 bed rooms+hall,Residential,,,Jumeirah Golf Estates,485,Me'Aisem First,716.0,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1.0,Person
CRT1231606586,2,Renew,01-01-2020,31-12-2020,20000,20000,1,1,1,2,Unit,2.0,Office,422.0,Office,Commercial,45.0,CITADEL TOWER,Business Bay,526,Business Bay,111.0,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2.0,Authority
CNT1321754354,2,Renew,01-01-2021,31-12-2021,65000,65000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,388,Oud Metha,92.0,Burj Khalifa,Oud Metha Metro Station,Dubai Mall,1.0,Person
CNT735993927,1,New,25-12-2017,24-12-2018,90000,90000,2,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,367,Al Suq Al Kabeer,681.0,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,2.0,Authority
CNT2086781687,2,Renew,06-07-2023,05-07-2024,95000,95000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,Jumeirah Village Circle,441,Al Barsha South Fourth,134.0,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1.0,Person
CNT834989524,1,New,01-01-2018,31-12-2018,55000,55000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,365,Al Hudaiba,98.0,Burj Khalifa,Trade Centre Metro Station,Dubai Mall,1.0,Person
CRT1719642816,1,New,01-07-2021,30-06-2023,1100000,550000,1,1,1,2,Unit,842.0,Flat,4.0,4 bed rooms+hall,Residential,1795.0,Bluewaters Residences ,,330,Marsa Dubai,229.0,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,1.0,Person
CNT100678955,1,New,01-03-2012,28-02-2013,54000,54000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,244,Al Murqabat,139.0,Dubai International Airport,Al Rigga Metro Station,Dubai Mall,1.0,Person
CNT2086795671,2,Renew,28-10-2023,27-10-2025,734231,367116,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,317,Jumeirah First,162.0,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2.0,Authority
CNT1086648574,2,Renew,01-09-2019,31-08-2020,220000,220000,1,1,1,2,Unit,1.0,Shop,421.0,Shop,Commercial,1450.0,MARINASCAPE,Dubai Marina,330,Marsa Dubai,104.0,Burj Al Arab,Dubai Marina,Marina Mall,2.0,Authority
CRT833718036,1,New,25-07-2018,24-07-2019,125000,125000,1,1,1,4,Villa,841.0,Villa,3.0,3 bed rooms+hall,Residential,1659.0,MUDON PHASE 3 _  NEIGHBOURHOOD I- ARABELLA,Mudon,531,Al Hebiah Sixth,191.0,Dubai Cycling Course,,,1.0,Person
CNT1424277603,2,Renew,05-05-2021,04-05-2022,60000,60000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,364,Al Wasl,134.0,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1.0,Person
CNT1077570326,2,Renew,01-09-2019,31-08-2020,55000,55000,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,313,Al Saffa First,67.0,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2.0,Authority
CNT46316,1,New,15-10-2011,14-10-2012,223388,223388,2,2,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,271,Al Karama,114.0,Dubai International Airport,Burjuman Metro Station,Dubai Mall,1.0,Person
CNT5320700,1,New,22-06-2012,21-06-2013,29700,29700,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,339,Al Mararr,17.0,Dubai International Airport,Palm Deira Metro Stations,Dubai Mall,1.0,Person
CNT1168787942,2,Renew,01-01-2020,31-12-2020,38000,38000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,234,Hor Al Anz East,132.0,Dubai International Airport,Abu Hail Metro Station,City Centre Mirdif,1.0,Person
CNT2084463841,1,New,16-06-2023,15-06-2024,15000,15000,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,249,Al Muteena,25.0,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,2.0,Authority
CNT797598882,2,Renew,27-04-2018,26-04-2019,85000,85000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,368,Al Barsha First,124.0,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,1.0,Person
CNT1015021794,1,New,31-03-2018,28-02-2023,19621140,3995684,102,5,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,462,Madinat Al Mataar,25.0,Al Makhtoum International Airport,,,2.0,Authority
CNT366628448,2,Renew,20-10-2015,19-10-2016,147840,147840,7,1,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,453,Saih Shuaib 2,22.0,Al Makhtoum International Airport,,,2.0,Authority
CNT2017666110,1,New,01-08-2022,31-07-2023,25000,25000,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,362,Naif,30.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
CRT2053539287,1,New,01-01-2023,31-01-2024,270000,270000,3,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,368,Al Barsha First,89.0,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,2.0,Authority
CNT2065422612,1,New,04-02-2023,30-11-2023,10000,12121,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,367,Al Suq Al Kabeer,29.0,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,2.0,Authority
CNT1347869800,1,New,16-12-2020,15-01-2022,48000,48000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,Residential Complex,467,Wadi Al Safa 5,122.0,IMG World Adventures,,,1.0,Person
CNT1047473299,1,New,10-07-2019,09-07-2020,180000,180000,9,4,0,2,Unit,903.0,Studio ,11.0,Studio,Residential,,,,362,Naif,30.0,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,2.0,Authority
CRT831724646,1,New,01-01-2018,31-12-2018,20500,20500,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,249,Al Muteena,,Dubai International Airport,Abu Baker Al Siddique Metro Station,Dubai Mall,1.0,Person
CRT1695976576,1,New,15-10-2021,14-10-2022,68000,68000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,1772.0,CREEK HORIZON,The Lagoons,447,Al Khairan First,113.0,Dubai International Airport,Creek Metro Station,City Centre Mirdif,1.0,Person
CRT554391126,2,Renew,20-12-2016,19-12-2017,69877,69877,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,267,Al Raffa,,Burj Khalifa,Al Fahidi Metro Station,Dubai Mall,1.0,Person
CNT1258066718,1,New,01-01-2020,31-12-2020,1495200,1495200,70,60,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,360,Muhaisanah Second,14.0,Dubai International Airport,Etisalat Metro Station,City Centre Mirdif,2.0,Authority
CNT209183171,2,Renew,25-04-2014,24-04-2015,764750,764750,25,4,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,International City Phase 1,343,Al Warsan First,67.0,,Rashidiya Metro Station,City Centre Mirdif,2.0,Authority
CNT136117409,1,New,15-06-2013,30-06-2014,36000,34468,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,249,Al Muteena,500.0,Dubai International Airport,Abu Baker Al Siddique Metro Station,Dubai Mall,1.0,Person
CNT1946869385,1,New,01-07-2022,31-07-2023,28000,28000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Discovery Gardens,445,Jabal Ali First,46.0,,,,1.0,Person
CNT1840707278,2,Renew,03-02-2022,02-02-2023,45000,45000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,334,Al Jadaf,85.0,Downtown Dubai,Al Jadaf Metro Station,Dubai Mall,1.0,Person
CNT1157894930,1,New,31-12-2019,30-12-2022,188836,94545,1,1,1,2,Unit,2.0,Office,422.0,Office,Commercial,,,Motor City,444,Al Hebiah First,135.0,Motor City,Dubai Internet City,Mall of the Emirates,2.0,Authority
CNT1883991479,1,New,06-04-2022,05-04-2023,45000,45000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,269,Al Hamriya,84.0,Dubai International Airport,Burjuman Metro Station,Dubai Mall,1.0,Person
CNT56048,1,New,23-08-2011,22-08-2012,32000,32000,1,1,0,2,Unit,842.0,Flat,11.0,Studio,Residential,,,,249,Al Muteena,220.0,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,2.0,Authority
CNT741172541,2,Renew,01-01-2018,31-12-2018,44000,44000,1,1,0,2,Unit,1.0,Shop,24.0,Kiosk,Commercial,,,,362,Naif,3.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,1.0,Person
CNT43678,1,New,20-10-2011,19-10-2012,35000,35000,1,1,0,2,Unit,842.0,Flat,11.0,Studio,Residential,,,,368,Al Barsha First,37.0,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,1.0,Person
CRT736702126,1,New,01-01-2018,31-12-2018,58000,58000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,1589.0,PLATINUM RESIDENCE 1,Silicon Oasis,484,Nadd Hessa,78.0,IMG World Adventures,,,1.0,Person
CNT1071493755,1,New,01-01-2019,31-12-2019,50000,50000,1,1,1,2,Unit,2.0,Office,422.0,Office,Commercial,,,Dubai Investment Park Second,459,Dubai Investment Park Second,966.0,Sports City Swimming Academy,,,2.0,Authority
CNT246834039,2,Renew,01-10-2014,30-09-2015,95000,95000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,278,Mankhool,85.0,Burj Khalifa,ADCB Metro Station,Dubai Mall,1.0,Person
CNT898919890,1,New,17-12-2018,16-12-2019,33000,33000,1,1,1,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,International City Phase 1,343,Al Warsan First,49.0,,Rashidiya Metro Station,City Centre Mirdif,2.0,Authority
CNT310469330,2,Renew,15-05-2015,14-05-2016,3300000,3300000,64,9,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,357,Al Qusais Second,121.0,Dubai International Airport,Airport Free Zone,City Centre Mirdif,2.0,Authority
CRT824198446,2,Renew,01-06-2018,31-05-2019,120000,120000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,388,Oud Metha,0.0,Dubai International Airport,Oud Metha Metro Station,Dubai Mall,1.0,Person
CRT496093906,1,New,15-07-2016,14-07-2017,38400,38400,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,339,Al Mararr,50.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
