contract_id,contract_reg_type_id,contract_reg_type_en,contract_start_date,contract_end_date,contract_amount,annual_amount,no_of_prop,line_number,is_free_hold,ejari_bus_property_type_id,ejari_bus_property_type_en,ejari_property_type_id,ejari_property_type_en,ejari_property_sub_type_id,ejari_property_sub_type_en,property_usage_en,project_number,project_name_en,master_project_en,area_id,area_name_en,actual_area,nearest_landmark_en,nearest_metro_en,nearest_mall_en,tenant_type_id,tenant_type_en
CRT1824106646,1,New,01-09-2021,31-08-2022,200000,200000,1,1,1,4,Villa,841.0,Villa,5.0,5 bed rooms+hall,Residential,1366.0,"MOHAMMED BIN RASHID AL MAKTOUM CITY- DISTRICT ONE, PHASE 1",,412,Al Merkadh,851.0,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1.0,Person
CRT623037496,1,New,01-04-2017,31-03-2018,125000,125000,1,1,1,4,Villa,841.0,Villa,3.0,3 bed rooms+hall,Residential,1825.0,REEM-MIRA COMMUNITY PH 4,,506,Al Yelayiss 1,302.0,Dubai Cycling Course,,,1.0,Person
CRT1886138226,1,New,27-12-2021,27-12-2022,155000,154584,1,1,0,4,Villa,841.0,Villa,5.0,5 bed rooms+hall,Residential,,,,358,Al Twar First,,Dubai International Airport,Al Nahda Metro Station,City Centre Mirdif,1.0,Person
CRT740829136,1,New,01-01-2018,31-12-2018,50000,50000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,407.0,NEW DUBAI GATE1,Jumeirah Lakes Towers,350,Al Thanyah Fifth,50.0,Burj Al Arab,Marina Mall Metro Station,Marina Mall,1.0,Person
CRT1292194916,1,New,09-09-2020,09-11-2021,150000,150000,1,1,0,4,Villa,841.0,Villa,10.0,10 bed rooms+hall,Residential,,,,364,Al Wasl,320.0,Burj Khalifa,Business Bay Metro Station,Dubai Mall,1.0,Person
CRT399862106,2,Renew,20-01-2016,19-01-2017,53000,53000,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,342,Ras Al Khor Industrial Third,50.0,,,,2.0,Authority
CNT1547505814,2,Renew,15-08-2021,14-08-2022,70000,70000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,326,Um Hurair Second,171.0,Dubai International Airport,Healthcare City Metro Station,Dubai Mall,1.0,Person
CNT351628562,2,Renew,21-08-2015,31-05-2016,93609,120078,1,1,0,4,Villa,19.0,Complex Villas,3.0,3 bed rooms+hall,Residential,,,,232,Mirdif,204.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CNT481143001,2,Renew,01-09-2016,31-08-2017,108045,108045,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,240,Port Saeed,217.0,Dubai International Airport,Deira City Centre,Dubai Mall,1.0,Person
CRT509306066,1,New,15-11-2016,14-11-2017,55000,55000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Dubai Marina,330,Marsa Dubai,39.0,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1.0,Person
CNT1879798193,2,Renew,10-03-2022,09-03-2023,125000,125000,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,248,Um Ramool,269.0,Dubai International Airport,Emirates Metro Station,City Centre Mirdif,1.0,Person
CNT343612639,2,Renew,01-10-2015,30-09-2016,73000,73000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,305,Al Qusais First,107.0,Dubai International Airport,Airport Free Zone,City Centre Mirdif,1.0,Person
CNT1867951473,1,New,07-11-2021,06-11-2022,85500,85500,1,1,1,2,Unit,7.0,Warehouse,13.0,Warehouse,Industrial,,,Dubai Investment Park First,458,Dubai Investment Park First,111.0,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CNT1847411647,1,New,18-02-2022,17-02-2023,78000,78000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,300.0,UPPER CREST,Burj Khalifa,390,Burj Khalifa,93.0,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1.0,Person
CNT1527467907,2,Renew,15-07-2021,14-07-2022,90000,90000,1,1,1,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,Silicon Oasis,484,Nadd Hessa,249.0,IMG World Adventures,,,2.0,Authority
CNT1511872607,2,Renew,01-04-2021,31-03-2022,38248,38248,1,1,0,0,Land,,,,,Multi Usage,,,,345,Al Warsan Third,3874.0,,,City Centre Mirdif,1.0,Person
CRT1996482167,1,New,16-09-2022,15-09-2023,115000,115000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,1456.0,MARINA QUAYS,Dubai Marina,330,Marsa Dubai,145.0,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1.0,Person
CNT716811106,2,Renew,03-11-2017,02-11-2018,75000,75000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,365,Al Hudaiba,1.0,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,1.0,Person
CNT1940411981,2,Renew,15-11-2021,14-11-2022,1262590,1262590,13,10,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,326,Um Hurair Second,75.0,Dubai International Airport,Healthcare City Metro Station,Dubai Mall,2.0,Authority
CNT659579106,2,Renew,01-06-2017,31-05-2018,50000,50000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,1427.0,DIAMOND VIEWS 3,Jumeirah Village Circle,441,Al Barsha South Fourth,70.0,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1.0,Person
CNT1724836391,1,New,09-11-2021,08-12-2022,2112500,1950000,52,37,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,362,Naif,81.0,Dubai International Airport,Union Metro Station,Dubai Mall,2.0,Authority
CNT757360071,1,New,29-01-2018,28-01-2019,50000,50000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,235,Eyal Nasser,79.0,Dubai International Airport,Palm Deira Metro Stations,Dubai Mall,1.0,Person
CNT116888925,2,Renew,15-03-2013,14-03-2014,55000,55000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,249,Al Muteena,93.0,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,1.0,Person
CNT103297284,1,New,01-12-2012,31-12-2013,63430,58551,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,388,Oud Metha,55.0,Dubai International Airport,Oud Metha Metro Station,Dubai Mall,2.0,Authority
CNT152240910,2,Renew,15-06-2012,14-06-2013,30000,30000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,297,Al Warqa First,89.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CNT1479829087,1,New,01-07-2021,30-06-2022,51000,51000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,355,Al Nahda First,132.0,Dubai International Airport,STADIUM Metro Station,City Centre Mirdif,2.0,Authority
CRT216974466,1,New,28-05-2014,27-05-2017,200000,66667,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,Burj Khalifa,390,Burj Khalifa,152.0,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1.0,Person
CNT2091727202,1,New,31-08-2023,30-08-2024,20000,20000,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,233,Hor Al Anz,30.0,Dubai International Airport,Abu Hail Metro Station,City Centre Mirdif,2.0,Authority
CRT738095256,1,New,12-01-2018,11-01-2019,112000,112000,1,1,1,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,Motor City,444,Al Hebiah First,203.0,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1.0,Person
CNT924567201,2,Renew,01-07-2018,30-06-2019,90750,90750,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,244,Al Murqabat,279.0,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,1.0,Person
CNT173590725,1,New,16-01-2014,15-01-2019,3024354,604871,2,2,1,2,Unit,2.0,Office,422.0,Office,Commercial,,,TECOM Site A,371,Al Safouh Second,142.0,Burj Al Arab,Dubai Internet City,Mall of the Emirates,2.0,Authority
CNT1136687870,1,New,15-12-2019,14-12-2020,20000,20000,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,393,Al Barsha Second,2561.0,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,2.0,Authority
CRT823745086,2,Renew,14-10-2017,13-10-2018,200831,200831,4,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,238,Al Dhagaya,50.0,Dubai International Airport,Palm Deira Metro Stations,Dubai Mall,2.0,Authority
CNT1436189247,1,New,26-04-2021,10-07-2022,75000,62069,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,278,Mankhool,172.0,Burj Khalifa,ADCB Metro Station,Dubai Mall,1.0,Person
CRT1269729336,2,Renew,07-09-2018,06-09-2019,40000,40000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Discovery Gardens,445,Jabal Ali First,45.0,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1.0,Person
CRT471008846,2,Renew,22-04-2016,21-04-2017,145000,145000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,235,Eyal Nasser,,Dubai International Airport,Palm Deira Metro Stations,Dubai Mall,1.0,Person
CNT314176401,2,Renew,01-06-2015,31-05-2016,428400,428400,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,255,Rega Al Buteen,506.0,Dubai International Airport,Al Rigga Metro Station,Dubai Mall,2.0,Authority
CRT343185696,1,New,24-05-2015,23-05-2016,65000,65000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Silicon Oasis,484,Nadd Hessa,72.0,IMG World Adventures,,,1.0,Person
CNT2055481997,1,New,13-01-2023,12-01-2024,19000,19000,1,1,0,2,Unit,842.0,Flat,11.0,Studio,Residential,,,,361,Muhaisanah Fourth,31.0,Dubai International Airport,Al Qusais Metro Station,City Centre Mirdif,1.0,Person
CNT178779430,1,New,05-07-2013,04-07-2014,52500,52500,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,362,Naif,69.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
CNT293102517,2,Renew,01-03-2015,29-02-2016,54600,54600,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,International City Phase 1,343,Al Warsan First,110.0,,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CRT1377136316,2,Renew,01-02-2021,31-01-2022,33000,33000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,1677.0,TOWN SQUARE JENNA AND WARDA,TOWN SQUARE,507,Al Yelayiss 2,70.0,Dubai Cycling Course,,,1.0,Person
CNT2090563563,2,Renew,15-11-2022,14-11-2023,105000,105000,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,244,Al Murqabat,182.0,Dubai International Airport,Al Rigga Metro Station,Dubai Mall,1.0,Person
CNT1507005241,1,New,08-07-2021,07-08-2022,40000,40000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,301,Al Nahda Second,521.0,Dubai International Airport,STADIUM Metro Station,City Centre Mirdif,1.0,Person
CNT2071992048,2,Renew,15-01-2023,14-01-2024,40500,40500,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,249,Al Muteena,47.0,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,1.0,Person
CNT298644982,1,New,18-04-2015,17-04-2016,140000,140000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,329,Trade Center Second,122.0,Burj Khalifa,Financial Centre,Dubai Mall,1.0,Person
CNT166104211,2,Renew,21-10-2013,20-10-2014,57750,57750,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,368,Al Barsha First,93.0,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,1.0,Person
CNT727372478,1,New,05-12-2017,04-12-2018,80000,80000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,378,Al Garhoud,0.0,Dubai International Airport,GGICO Metro Station,City Centre Mirdif,1.0,Person
CNT679013563,2,Renew,21-06-2017,20-06-2018,40000,40000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,362,Naif,124.0,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,2.0,Authority
CRT424359296,2,Renew,20-03-2016,19-03-2017,313000,313000,1,1,0,4,Villa,841.0,Villa,5.0,5 bed rooms+hall,Residential,,,,393,Al Barsha Second,1.0,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1.0,Person
CNT471429850,2,Renew,20-06-2016,19-06-2017,64970,64970,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,301,Al Nahda Second,1.0,Dubai International Airport,STADIUM Metro Station,City Centre Mirdif,1.0,Person
CRT704609066,1,New,16-06-2017,13-01-2018,41035,71000,1,1,1,2,Unit,903.0,Studio ,11.0,Studio,Residential,1280.0,BAY SQUARE,Business Bay,526,Business Bay,65.0,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1.0,Person
CRT562033286,1,New,25-12-2016,24-12-2017,6501222,6501222,312,133,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,347,Al Goze Third,14.0,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,2.0,Authority
CNT833580870,2,Renew,03-08-2018,02-08-2019,48000,48000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Silicon Oasis,484,Nadd Hessa,65.0,IMG World Adventures,,,1.0,Person
CNT211067252,2,Renew,25-04-2014,24-04-2015,55000,55000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,326,Um Hurair Second,109.0,Dubai International Airport,Healthcare City Metro Station,Dubai Mall,1.0,Person
CNT1833575539,2,Renew,22-01-2022,21-01-2023,44000,44000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,297,Al Warqa First,107.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CRT1234133086,2,Renew,01-01-2020,31-12-2020,45000,45000,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,230,Abu Hail,20.0,Dubai International Airport,Salah Al Din Metro Station,,1.0,Person
CNT1546032596,1,New,15-08-2021,14-08-2022,38000,38000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,355,Al Nahda First,83.0,Dubai International Airport,STADIUM Metro Station,City Centre Mirdif,1.0,Person
CNT1350557812,1,New,01-01-2021,28-02-2022,40000,40000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,329,Trade Center Second,62.0,Burj Khalifa,Financial Centre,Dubai Mall,1.0,Person
CRT854345516,1,New,10-09-2018,09-09-2019,32000,32000,1,1,0,2,Unit,842.0,Flat,11.0,Studio,Residential,,,,239,Al Baraha,0.0,Dubai International Airport,Palm Deira Metro Stations,Dubai Mall,1.0,Person
CRT263428036,1,New,10-11-2014,09-11-2015,72000,72000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Dubai Marina,330,Marsa Dubai,66.0,Burj Al Arab,Dubai Marina,Marina Mall,1.0,Person
CRT665218706,1,New,15-06-2017,14-06-2018,56000,56000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Silicon Oasis,484,Nadd Hessa,81.0,IMG World Adventures,,,1.0,Person
CNT716958626,2,Renew,04-11-2017,03-12-2018,54000,27000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,975.0,REMRAAM,Remraam,451,Al Hebiah Fifth,72.0,Motor City,,,1.0,Person
CRT391306056,1,New,22-09-2015,21-09-2016,65000,65000,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Dubai Marina,330,Marsa Dubai,48.0,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,1.0,Person
CNT1967351742,2,Renew,01-08-2022,31-07-2023,20700,20700,1,1,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,International City Phase 1,343,Al Warsan First,45.0,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CNT499647024,2,Renew,30-09-2016,29-09-2017,68000,68000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,231,Al Mamzer,145.0,Dubai International Airport,STADIUM Metro Station,City Centre Mirdif,1.0,Person
CRT861141796,2,Renew,12-05-2018,11-05-2019,100000,100000,1,1,1,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,975.0,REMRAAM,Remraam,451,Al Hebiah Fifth,217.0,Motor City,,,1.0,Person
CNT830468932,1,New,01-08-2018,31-07-2019,60000,60000,1,1,0,2,Unit,842.0,Flat,11.0,Studio,Residential,,,,278,Mankhool,51.0,Burj Khalifa,Al Fahidi Metro Station,Dubai Mall,1.0,Person
CNT1928153391,1,New,10-06-2022,09-06-2023,26000,26000,1,1,0,2,Unit,842.0,Flat,11.0,Studio,Residential,,,,339,Al Mararr,32.0,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,1.0,Person
CNT1866820942,2,Renew,02-03-2022,01-03-2023,58000,58000,1,1,0,2,Unit,1.0,Shop,17.0,Shop with a mezzanine,Commercial,,,,238,Al Dhagaya,57.0,Dubai International Airport,Palm Deira Metro Stations,Dubai Mall,2.0,Authority
CRT746623526,1,New,01-08-2017,31-07-2018,75000,75000,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,367,Al Suq Al Kabeer,50.0,Dubai International Airport,Al Ghubaiba Metro Station,Dubai Mall,2.0,Authority
CNT717613916,1,New,06-11-2017,05-11-2018,3342332,3342332,7,5,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,308,Al Goze Industrial First,316.0,Burj Al Arab,Noor Bank Metro Station,Mall of the Emirates,2.0,Authority
CRT1013961356,1,New,20-03-2019,19-03-2020,50000,50000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,368,Al Barsha First,,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,1.0,Person
CRT1591909216,2,Renew,06-08-2021,05-08-2022,30000,30000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,International City Phase 1,343,Al Warsan First,86.0,,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CNT421231770,2,Renew,01-06-2016,31-05-2017,850000,850000,20,7,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,239,Al Baraha,36.0,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,2.0,Authority
CNT1155227773,1,New,25-01-2020,24-01-2021,78000,78000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,368,Al Barsha First,116.0,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,1.0,Person
CRT422320406,1,New,18-02-2016,17-02-2017,1650000,1650000,55,12,1,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,Dubai Investment Park Second,459,Dubai Investment Park Second,11.0,Expo 2020 Site,,,2.0,Authority
CNT798017742,2,Renew,08-05-2018,07-05-2019,78829,78829,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,368,Al Barsha First,138.0,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,1.0,Person
CNT877341484,2,Renew,06-12-2015,05-12-2019,200000,50000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,267,Al Raffa,54.0,Burj Khalifa,Al Fahidi Metro Station,Dubai Mall,1.0,Person
CNT323199952,2,Renew,30-08-2015,29-08-2016,163375,163375,3,2,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,372,Al Goze Industrial Second,93.0,Downtown Dubai,Noor Bank Metro Station,Mall of the Emirates,2.0,Authority
CRT404067916,1,New,24-01-2016,23-01-2017,575000,575000,38,26,0,2,Unit,4.0,Labor Camps,12.0,Room in labor Camp,Residential,,,,395,Jabal Ali Industrial First,24.0,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CNT1996192725,1,New,13-09-2022,12-09-2023,15000,15000,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,247,Al Khabeesi,27.0,Dubai International Airport,Abu Baker Al Siddique Metro Station,Dubai Mall,2.0,Authority
CNT103139199,1,New,05-04-2012,04-04-2013,125000,125000,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,388,Oud Metha,223.0,Dubai International Airport,Healthcare City Metro Station,Dubai Mall,1.0,Person
CNT1783762561,1,New,28-11-2021,27-11-2022,20000,20000,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,362,Naif,28.0,Dubai International Airport,Union Metro Station,Dubai Mall,2.0,Authority
CNT1183831833,1,New,01-03-2020,28-02-2021,66000,66000,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,Dubai Investment Park First,458,Dubai Investment Park First,135.0,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,2.0,Authority
CNT348904149,1,New,10-09-2015,30-09-2016,84822,80147,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,301,Al Nahda Second,0.0,Dubai International Airport,STADIUM Metro Station,City Centre Mirdif,1.0,Person
CNT399362657,2,Renew,04-02-2016,03-02-2017,80000,80000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,271,Al Karama,1.0,Dubai International Airport,Burjuman Metro Station,Dubai Mall,1.0,Person
CNT1808661641,2,Renew,15-01-2022,14-01-2023,155000,155000,1,1,0,4,Villa,841.0,Villa,4.0,4 bed rooms+hall,Residential,,,,370,Um Suqaim Third,300.0,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1.0,Person
CRT1462364106,2,Renew,01-02-2021,31-01-2022,45000,45000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,297,Al Warqa First,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CNT1187722444,1,New,07-03-2020,06-04-2021,26600,26600,1,1,1,2,Unit,903.0,Studio ,11.0,Studio,Residential,,,International Media Production Zone,485,Me'Aisem First,47.0,Sports City Swimming Academy,Damac Properties,Marina Mall,1.0,Person
CRT303507666,1,New,15-04-2015,14-04-2016,89000,89000,1,1,1,2,Unit,2.0,Office,422.0,Office,Commercial,425.0,SMART HEIGHTS,TECOM Site C,443,Al Thanyah First,85.0,Burj Al Arab,Dubai Internet City,Mall of the Emirates,2.0,Authority
CNT1817998345,1,New,01-01-2022,31-01-2023,40000,40000,1,1,0,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,367,Al Suq Al Kabeer,333.0,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,1.0,Person
CNT735559103,1,New,15-09-2017,14-09-2018,21681,21681,1,1,0,2,Unit,2.0,Office,422.0,Office,Commercial,,,,376,Ras Al Khor Industrial First,20.0,Downtown Dubai,Creek Metro Station,Dubai Mall,2.0,Authority
CNT1119944318,2,Renew,06-11-2019,05-11-2020,169814,169814,1,1,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,305,Al Qusais First,52.0,Dubai International Airport,STADIUM Metro Station,City Centre Mirdif,2.0,Authority
CNT197468287,2,Renew,09-03-2014,08-03-2015,168000,168000,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,276,Al Bada,,Burj Khalifa,Trade Centre Metro Station,Dubai Mall,1.0,Person
CNT677170731,2,Renew,23-07-2017,22-01-2018,132327,264654,2,1,1,2,Unit,2.0,Office,422.0,Office,Commercial,84.0,AL MANARA,Business Bay,526,Business Bay,153.0,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2.0,Authority
CNT1360048090,1,New,10-12-2020,23-01-2022,220000,220000,2,2,0,2,Unit,1.0,Shop,421.0,Shop,Commercial,,,,367,Al Suq Al Kabeer,83.0,Dubai International Airport,Al Ghubaiba Metro Station,Dubai Mall,2.0,Authority
CRT1370306376,1,New,25-01-2021,24-01-2022,23000,23000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,1288.0,INTERNATIONAL CITY EMARATI,International City Phase 1,343,Al Warsan First,69.0,,Rashidiya Metro Station,City Centre Mirdif,1.0,Person
CNT1094481262,2,Renew,01-10-2019,30-09-2020,51000,51000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,233,Hor Al Anz,1.0,Dubai International Airport,Abu Baker Al Siddique Metro Station,,1.0,Person
CNT2070231894,2,Renew,27-02-2023,26-02-2024,35500,35500,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,,372,Al Goze Industrial Second,62.0,Downtown Dubai,Noor Bank Metro Station,Mall of the Emirates,1.0,Person
CRT920755596,1,New,01-02-2019,31-01-2020,36000,36000,1,1,1,2,Unit,842.0,Flat,1.0,1bed room+Hall,Residential,,,Discovery Gardens,445,Jabal Ali First,51.0,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1.0,Person
CRT1318883976,1,New,01-10-2020,30-09-2021,120000,120000,1,1,0,4,Villa,841.0,Villa,5.0,5 bed rooms+hall,Residential,,,,369,Al Barsha Third,,Burj Al Arab,Sharaf Dg Metro Station,Mall of the Emirates,1.0,Person
CNT285867456,1,New,01-12-2014,30-11-2015,132000,132000,10,6,1,2,Unit,842.0,Flat,11.0,Studio,Residential,,,Dubai Investment Park Second,459,Dubai Investment Park Second,19.0,Expo 2020 Site,,,2.0,Authority
CNT2009380187,2,Renew,08-08-2022,07-08-2023,102850,102850,1,1,1,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,259.0,BAY CENTRAL WEST & CENTRAL TOWERS,Dubai Marina,330,Marsa Dubai,99.0,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,2.0,Authority
CNT1288293782,1,New,19-09-2020,18-09-2021,65000,65000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,278,Mankhool,111.0,Dubai International Airport,Burjuman Metro Station,Dubai Mall,1.0,Person
CNT494884367,2,Renew,01-11-2016,31-12-2016,87757,526542,1,1,1,2,Unit,2.0,Office,422.0,Office,Commercial,,,TECOM Site A,371,Al Safouh Second,226.0,Burj Al Arab,Nakheel Metro Station,Marina Mall,2.0,Authority
CNT2088817357,2,Renew,22-08-2023,21-08-2024,47000,47000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,323,Al Qusais Industrial Fifth,110.0,Dubai International Airport,Al Qusais Metro Station,City Centre Mirdif,1.0,Person
CNT1971745050,2,Renew,01-08-2022,31-07-2023,75000,75000,1,1,0,2,Unit,842.0,Flat,2.0,2 bed rooms+hall,Residential,,,,267,Al Raffa,139.0,Burj Khalifa,Al Fahidi Metro Station,Dubai Mall,1.0,Person
CNT689622757,2,Renew,01-09-2017,31-08-2018,104000,104000,1,1,0,2,Unit,842.0,Flat,3.0,3 bed rooms+hall,Residential,,,,278,Mankhool,1445.0,Burj Khalifa,ADCB Metro Station,Dubai Mall,1.0,Person
